"","Forecast","linf","lsup","CI"
"1",101.658755467297,101.108940084555,102.208570850040,0.549815382742594
"2",102.240302196904,101.693271291230,102.787333102578,0.547030905674248
"3",102.601699626936,102.057045386464,103.146353867408,0.544654240471928
"4",103.164460517198,102.622481216349,103.706439818047,0.541979300849206
"5",103.309172795389,102.769807299651,103.848538291127,0.539365495738295
"6",103.630422057246,103.093667359375,104.167176755117,0.536754697871032
"7",103.298544404310,102.764357701648,103.832731106973,0.534186702662552
"8",103.127955303553,102.596305053878,103.659605553228,0.531650249674982
"9",103.269764703086,102.740615181025,103.798914225148,0.529149522061601
"10",103.501087980675,102.974402300164,104.027773661186,0.526685680511235
"11",103.786589976041,103.262333552539,104.310846399542,0.524256423501527
"12",104.106354027401,103.584492183669,104.628215871134,0.521861843732339
