"","Costos","Monetario","Demanda"
"1",0.70682091844613,0.624950512381192,1.10676420070411
"2",0.523225310162886,0.521633873058063,0.800777743202449
"3",0.416490490121349,0.631428285831904,0.669486199054312
"4",1.03869616488145,0.232380735435536,0.209161580053309
"5",1.19017524746201,0.146553675881274,-0.0983349766489264
"6",1.18931349804368,0.380996329013964,0.382870769056487
"7",0.9217772712921,0.361593004495727,0.35765000903157
"8",0.926802044644206,0.486616777261958,0.668764473733271
"9",1.00750933860406,0.666853650599352,0.794180893999862
"10",0.96551386333726,0.805763644566527,1.22330668782458
"11",0.886320886982862,0.710705379135809,0.886760447610812
"12",0.913896631696885,0.684937218101936,0.803071231382957
"13",0.860989998189314,0.880471415079287,1.11880681929827
"14",0.782285336442199,0.91103650472023,0.83483477508477
"15",0.663872656265883,1.14202167904365,0.595261172854317
"16",1.10581235420888,0.781468406587386,0.500425312034207
"17",1.07179533294881,0.675949705870279,0.133808927909771
"18",0.957394798138149,1.05943580174101,0.7723203772759
"19",0.935913087438999,0.884721085216456,0.726391815861568
"20",1.10428218402153,1.01420177346771,1.05775380671602
"21",1.10719228455420,1.07360075846927,1.24846057405992
"22",1.10592082176243,1.11620887063610,1.33771048416206
"23",1.06470109121814,1.11228986889674,1.01387025327430
"24",1.03638752111780,1.03575612178729,0.961792980675686
"25",0.895637111060264,1.19435425675209,1.27137063309314
"26",0.782677031666518,1.28893617338049,1.37949592080033
"27",0.757402854300696,1.29748028785993,1.09196318808447
"28",1.15825332612783,1.22014635369252,0.80961324179523
"29",1.14469590473324,1.23914250663369,0.403615413808726
"30",1.20124097133718,1.35490613828221,1.10379606310891
"31",1.21051891265213,1.35845753330804,0.665256642159532
"32",1.31923582251488,1.33798002250123,1.43069828777832
"33",1.33847440660348,1.37297169544325,1.50913655902393
"34",1.26754598227556,1.43491243108211,1.65672986543545
"35",1.37369911577136,1.44425384739620,1.58495769116534
"36",1.35413121704152,1.45084368075487,1.29963832891189
"37",1.41205231302865,1.60497799375353,1.62542955626088
"38",1.35282410076847,1.57619827741189,1.47690894154342
"39",1.24481765429167,1.70930494115148,1.34818912745951
"40",1.65612010235419,1.50779692375350,1.23538652363797
"41",1.65567053381958,1.44167527880180,1.07204647946919
"42",1.64695621242348,1.66259630045927,1.48117824251036
"43",1.62687683732682,1.59900237212815,1.29048351535548
"44",1.70222309400704,1.70118189584756,1.68204351963288
"45",1.71940186768149,1.68353130530905,1.66021750241390
"46",1.68874472306053,1.71064835985706,1.85547066487783
"47",1.64940441891760,1.72046627526651,1.75771189303532
"48",1.62425318596628,1.61438306040891,1.56568888254227
