Date,Frontera.norte,Noroeste,Noreste,Centro.norte,Centro.sur,Sur,Mexico,Nacional
Jan-00,62.11371744,59.45664179,60.2435211,60.05852717,58.05396958,58.43875463,59.84069935,59.80832658
Feb-00,62.6636174,59.9674913,60.78691939,60.57053423,58.57602424,58.89992416,60.38669387,60.33884472
Mar-00,63.01712452,60.30618306,61.15614649,60.92274792,58.92565367,59.21816925,60.69092029,60.6733558
Apr-00,63.35880992,60.62238004,61.55118404,61.276534,59.25043246,59.36109369,61.05197816,61.01856512
May-00,63.181103,60.15851563,61.65600198,61.61204112,59.62223631,59.77347834,61.39728077,61.24666691
Jun-00,63.58666376,60.48650423,62.06818081,61.95501707,59.98773192,60.18814978,61.73920727,61.60945191
Jul-00,63.89383742,60.72995595,62.35820338,62.22920127,60.24292891,60.42692888,61.92095536,61.84978026
Aug-00,64.28376302,61.12270779,62.72112566,62.54760874,60.60058701,60.81015695,62.22912059,62.18964046
Sep-00,64.75949131,61.55772807,63.25920422,63.02246826,61.14041944,61.35422265,62.59880634,62.64393363
Oct-00,65.26648993,61.98930156,63.74487382,63.43030499,61.56995325,61.96975058,62.98143389,63.075302
Nov-00,66.26294526,63.27005352,64.51583737,63.86958936,61.91403908,62.27694283,63.36668732,63.61460798
Dec-00,66.72132235,63.69164949,65.15833984,64.56124113,62.52001245,62.81548213,64.21428239,64.30330726
Jan-01,67.21287647,64.15533249,65.89482379,64.88829671,62.88111141,63.1819404,64.39921905,64.65978794
Feb-01,67.53568529,64.37102853,66.23804345,65.12729885,63.13936694,63.31876673,63.82021352,64.61699498
Mar-01,68.00531206,64.52794786,67.0474271,65.35077372,63.52627234,63.6488269,64.21728339,65.02639374
Apr-01,68.25833468,64.74763491,67.34828612,65.61945458,63.79982057,63.887606,64.64586377,65.35440947
May-01,67.78641984,63.87614308,67.07619293,65.9244968,64.04048949,64.11037756,65.12789947,65.50437588
Jun-01,67.87660801,64.0236291,67.23814847,66.04950122,64.21329704,64.38593588,65.28957837,65.65930934
Jul-01,67.73684494,63.87414757,67.21883991,65.94651015,63.83690538,64.16754734,65.10032778,65.4887106
Aug-01,68.05545897,64.46518013,67.47339776,66.16448169,64.09898408,64.39222455,65.67445668,65.87671289
Sep-01,68.49629417,65.00650645,68.05797452,66.85868858,64.77970055,64.89779595,66.30335383,66.48995136
Oct-01,68.79050208,65.23580822,68.2150044,67.04639175,65.17539924,65.48969369,66.65203258,66.79045731
Nov-01,69.68895167,66.27038731,68.74677814,67.10692847,65.43977185,65.74085957,66.61864645,67.04205702
Dec-01,69.8170837,66.50513136,68.89868534,67.26298744,65.45850542,65.88245005,66.64903158,67.13490247
Jan-02,70.13360032,67.17779825,69.49291638,67.53992332,65.79379794,66.3300894,67.64142491,67.7546363
Feb-02,70.42857093,67.21498723,69.81505423,67.74217103,66.11819441,66.40841199,67.10218264,67.71107918
Mar-02,70.69188988,67.41363077,70.05818457,68.09222268,66.48751319,66.88044378,67.4983147,68.05743473
Apr-02,70.99334336,67.57726225,70.39844883,68.42360231,66.95164675,66.69864389,67.9863524,68.42919862
May-02,70.43676986,66.45034566,70.27845987,68.81925307,67.28560116,67.0290852,68.35116152,68.56789368
Jun-02,70.60132037,66.6076278,70.51055674,69.07673071,67.58629394,67.26881713,68.85120322,68.90221371
Jul-02,70.89284831,66.91580934,70.70962917,69.23034384,67.7626596,67.48488562,69.03281829,69.10001172
Aug-02,71.23138574,67.10249965,70.98267201,69.55385658,67.94051612,67.9245156,69.25542033,69.36274679
Sep-02,71.52610413,67.58189371,71.37706722,70.08751434,68.40510712,68.57756473,69.59449215,69.77995076
Oct-02,71.73459796,68.00528067,71.65504882,70.40964455,68.78922311,69.61638413,69.76816309,70.0875094
Nov-02,73.02231237,70.581607,72.31402043,70.71587563,69.1699578,69.86548534,70.06588469,70.65435513
Dec-02,72.44630401,70.88097826,72.52427047,71.10505869,69.68797338,70.23644418,70.52487216,70.96191376
Jan-03,72.94456891,71.18968403,73.06400632,71.23570806,69.7853549,70.63231314,70.78262188,71.24878459
Feb-03,73.61316267,71.31236623,73.25944009,71.28340546,69.82863558,70.51180201,71.04174994,71.44669788
Mar-03,74.43936363,71.77375801,73.64960208,71.67120598,70.24385955,70.91911616,71.4614547,71.89769193
Apr-03,74.43795012,71.99445263,73.82669188,71.65185052,70.36626271,70.3306987,71.76813552,72.02043955
May-03,72.76434544,69.40479127,73.43723542,71.7410239,70.56305453,70.51112877,71.94042811,71.78804659
Jun-03,72.80957799,69.49280242,73.60938646,71.89310254,70.65975979,70.63567937,71.89218619,71.84735162
Jul-03,72.94739595,69.67415873,73.76319354,72.08527464,70.76999026,70.72993389,71.91768549,71.95148021
Aug-03,73.45696899,69.84284676,73.88313484,72.24150088,71.09527159,71.09348701,72.05758708,72.16732293
Sep-03,74.17079532,70.12488249,74.16182198,72.76686345,71.48276888,71.38365627,72.47867018,72.59693958
Oct-03,74.31780113,70.32157407,74.46943613,72.88852636,71.7755897,72.30802375,72.72056898,72.86312262
Nov-03,75.76100247,73.44930358,75.1446351,73.23070329,72.06841052,72.50595823,73.02173643,73.46789598
Dec-03,76.03381134,73.65066242,75.33583564,73.59361823,72.40721705,72.8035332,73.38355088,73.78372973
Jan-04,76.22251592,74.05404685,75.97928543,74.01805588,72.78998052,72.96376587,73.94798142,74.24230931
Feb-04,76.81477974,74.3807549,76.31864876,74.38166208,73.2342837,73.06879233,74.50000689,74.68640743
Mar-04,77.29396216,74.69346117,76.51619913,74.58489444,73.54603982,73.38185197,74.69573128,74.93948818
