"","Monetario","Demanda"
"Mexico.d",2.13258892973039,-5.88488955997625
"Costos.d",22.6958428257947,-2.53080627934956
"Monetario.d",0.443793215024234,-3.33185560902795
"Demanda.d",1.41399142148216,2.947807487713
