"","Costos","Monetario","Demanda"
"1",1.36343790575102,0.600081674962727,0.714145074012332
"2",1.32887731309036,0.488532138657965,0.79981891850375
"3",1.27632104025468,0.477379275727779,0.77461483259416
"4",1.24907715426215,0.690487239087645,0.97149888272647
"5",1.32600865192643,0.705853228118043,0.899868617931117
"6",1.33898352556436,0.687996720764484,0.620878916318519
"7",1.29863711586379,0.753922649980328,1.13747463292913
"8",1.09029733766691,0.667470513099377,0.662170578779119
"9",0.732917734557527,0.547191132113774,0.451414256911264
"10",0.578158461256635,0.819253118994686,0.146996992920464
"11",0.141725300550454,0.719079665394955,-0.134681350440796
"12",-0.188091133087550,0.858962099350796,0.359788240012778
"13",0.443026519137544,0.424177013084647,0.1754648259411
"14",0.417314299564519,0.326289640557073,0.444342664204635
"15",0.26834432914625,0.570331981684812,0.577039046719089
"16",0.190089566222534,0.543110749826212,1.00706131114374
"17",0.219748965703635,0.668403950296676,0.87460875917172
"18",0.265609922707762,0.85374736474024,0.791459306676824
"19",0.276239519076696,1.00149338759177,1.09443488342894
"20",0.323540044808403,0.89713416076715,0.670147788834439
"21",0.287934274869354,0.868596918561207,0.531305850705427
"22",0.262475996326559,1.07878004845519,0.478268006633115
"23",0.213611827618526,1.11578988621085,0.110346502177774
"24",0.156665465567697,1.38764784891463,0.82320128720432
"25",0.848720442210316,0.9955653426852,0.668096397373898
"26",0.753941307790059,0.878497438265023,0.997443538639105
"27",0.710300806872657,1.28874515538606,1.03548684775473
"28",0.809171222694487,1.09643627099104,1.25394740402953
"29",0.991013906939337,1.23624449686996,1.17890197771064
"30",0.990045492048801,1.29745871065702,1.07049638827142
"31",1.00195292010181,1.34747615205066,1.35431569742475
"32",0.982433572907538,1.34023090594752,1.21182947043486
"33",0.907295957687376,1.26044891599481,1.3623835243953
"34",0.806223888077886,1.42876190617961,1.33985624998342
"35",0.702963774694817,1.52096039646070,1.34622619901285
"36",0.702963774694817,1.53353066025254,1.45169789483763
"37",1.21776276348192,1.32311360223229,1.44023895920017
"38",1.28141660113438,1.35391268418115,1.54206968092297
"39",1.33525166213395,1.42605928157315,1.61142885736597
"40",1.49200956038749,1.41908373729833,1.76262335288804
"41",1.62938322647048,1.46155842152716,1.77090231754638
"42",1.60368307692176,1.53929811502060,1.75506734230352
"43",1.62469833543606,1.59903307940341,1.92678330498556
"44",1.66509631523245,1.59046813774152,1.87445460131058
"45",1.65837005437382,1.54803483977483,1.78037985796521
"46",1.73415914540123,1.63351980976087,1.86545627216158
"47",1.72053210154840,1.71013315390548,1.75664943294238
"48",1.7572043780567,1.7561165549691,1.99618538416563
