"","iVersion","sDiseniador","sPartida","sNoCotizacion","iConsecutivo","bEsDisAsia","tTipoAparato","iNumFases","iFrecuencia","tTipoArreglo","sCliente","tTipoOptimizador","bUnidadSerie","dRelTransformacion","bDobleVoltaje","bLlevaTerciario","bRestringePerdidasTot","dVoltajeSistAT","dVoltajeSistATInterfaz","dVoltajePrefallaRL","bTerciarioExt","bTerciarioCargado","tNormaGar","iLlevaSerie","iTipoSerie","MSNM","iLlevaReactorLimitador","UnidadPST","bLlevaCambiador","dZry","dZsh","dZsx","dZsy","dZts","iLlevaSopApartarrayos","tConexionReg","iTipoEmbarque","iPais","iDestino","tipoCSC","iAnchoIntMax","iAltIntMax","iLargoIntMax","iPesoLimite","bLimitarDimEmbarque","iAltEmbarqueMax","iAnchoEmbarqueMax","iPesoEmbarqueMax","tTipoNucleoSolicitado","iNumGruposAT","tTipoAceite","bEvaluar2Capas","dRuido0","dRuido1","dRuido2","sRutaRecuperacion","RegulacionBT.tTipoDev","RegulacionBT.tTipoConexion","RegulacionBT.dVoltajeLinea","RegulacionBT.dVoltajeLineaInterfaz","RegulacionBT.dDobleVoltaje","RegulacionBT.iBilesSup","RegulacionBT.iBilesMed","RegulacionBT.iBilesInf","RegulacionBT.MVA0","RegulacionBT.MVA1","RegulacionBT.MVA2","RegulacionBT.MVA3","RegulacionBT.MVA4","RegulacionBT.MVA5","RegulacionBT.MVA6","RegulacionBT.dDensCorriente0","RegulacionBT.dDensCorriente1","RegulacionBT.dDensCorriente2","RegulacionBT.dLimMinDensCorr","RegulacionBT.dLimMaxDensCorr","RegulacionBT.tTipoCond","RegulacionBT.tCondAEmplear","RegulacionBT.bCondVariableAlOptimizar","RegulacionBT.bLLevaCBC","RegulacionBT.tTipoBobinaFija","RegulacionBT.bLlevaCambiador","RegulacionBT.bCtcPerforado","RegulacionBT.dDimRadCond0","RegulacionBT.dDimRadCond1","RegulacionBT.dDimRadCond2","RegulacionBT.dDimAxCond0","RegulacionBT.dDimAxCond1","RegulacionBT.dDimAxCond2","RegulacionBT.Cambiador.tCambiador","RegulacionBT.Cambiador.iNumPasos","RegulacionBT.Cambiador.dPorcArriba","RegulacionBT.Cambiador.dPorcAbajo","RegulacionBT.Cambiador.dPorcArribaInterfaz","RegulacionBT.Cambiador.dPorcAbajoInterfaz","RegulacionBT.Cambiador.bCapReducida","RegulacionBT.Cambiador.dRelSerie","RegulacionBT.Cambiador.tMarcaCambiador","RegulacionBT.Cambiador.tTipoLR","RegulacionBT.Cambiador.tTipoCambiador","RegulacionBT.Cambiador.bCircExtra","BajaTension.tTipoDev","BajaTension.tTipoConexion","BajaTension.dVoltajeLinea","BajaTension.dVoltajeLineaInterfaz","BajaTension.dDobleVoltaje","BajaTension.iBilesSup","BajaTension.iBilesMed","BajaTension.iBilesInf","BajaTension.MVA0","BajaTension.MVA1","BajaTension.MVA2","BajaTension.MVA3","BajaTension.MVA4","BajaTension.MVA5","BajaTension.MVA6","BajaTension.dDensCorriente0","BajaTension.dDensCorriente1","BajaTension.dDensCorriente2","BajaTension.dLimMinDensCorr","BajaTension.dLimMaxDensCorr","BajaTension.tTipoCond","BajaTension.tCondAEmplear","BajaTension.bCondVariableAlOptimizar","BajaTension.bLLevaCBC","BajaTension.tTipoBobinaFija","BajaTension.bLlevaCambiador","BajaTension.bCtcPerforado","BajaTension.dDimRadCond0","BajaTension.dDimRadCond1","BajaTension.dDimRadCond2","BajaTension.dDimAxCond0","BajaTension.dDimAxCond1","BajaTension.dDimAxCond2","BajaTension.Cambiador.tCambiador","BajaTension.Cambiador.iNumPasos","BajaTension.Cambiador.dPorcArriba","BajaTension.Cambiador.dPorcAbajo","BajaTension.Cambiador.dPorcArribaInterfaz","BajaTension.Cambiador.dPorcAbajoInterfaz","BajaTension.Cambiador.bCapReducida","BajaTension.Cambiador.dRelSerie","BajaTension.Cambiador.tMarcaCambiador","BajaTension.Cambiador.tTipoLR","BajaTension.Cambiador.tTipoCambiador","BajaTension.Cambiador.bCircExtra","AltaTension.tTipoDev","AltaTension.tTipoConexion","AltaTension.dVoltajeLinea","AltaTension.dVoltajeLineaInterfaz","AltaTension.dDobleVoltaje","AltaTension.iBilesSup","AltaTension.iBilesMed","AltaTension.iBilesInf","AltaTension.MVA0","AltaTension.MVA1","AltaTension.MVA2","AltaTension.MVA3","AltaTension.MVA4","AltaTension.MVA5","AltaTension.MVA6","AltaTension.dDensCorriente0","AltaTension.dDensCorriente1","AltaTension.dDensCorriente2","AltaTension.dLimMinDensCorr","AltaTension.dLimMaxDensCorr","AltaTension.tTipoCond","AltaTension.tCondAEmplear","AltaTension.bCondVariableAlOptimizar","AltaTension.bLLevaCBC","AltaTension.tTipoBobinaFija","AltaTension.bLlevaCambiador","AltaTension.bCtcPerforado","AltaTension.dDimRadCond0","AltaTension.dDimRadCond1","AltaTension.dDimRadCond2","AltaTension.dDimAxCond0","AltaTension.dDimAxCond1","AltaTension.dDimAxCond2","AltaTension.Cambiador.tCambiador","AltaTension.Cambiador.iNumPasos","AltaTension.Cambiador.dPorcArriba","AltaTension.Cambiador.dPorcAbajo","AltaTension.Cambiador.dPorcArribaInterfaz","AltaTension.Cambiador.dPorcAbajoInterfaz","AltaTension.Cambiador.bCapReducida","AltaTension.Cambiador.dRelSerie","AltaTension.Cambiador.tMarcaCambiador","AltaTension.Cambiador.tTipoLR","AltaTension.Cambiador.tTipoCambiador","AltaTension.Cambiador.bCircExtra","Enfriamiento.bLlevaSobrecarga","Enfriamiento.iNumPasosEnfto","Enfriamiento.t_TipoEnftoP1","Enfriamiento.t_TipoEnftoP2","Enfriamiento.t_TipoEnftoP3","Enfriamiento.i_ElevTempP1","Enfriamiento.i_ElevTempP2","Enfriamiento.i_ElevTempP3","Enfriamiento.i_ElevTempP4","Enfriamiento.i_ElevTempP5","Enfriamiento.bLlevaConservador","Enfriamiento.bVentiladorTrifasico","Enfriamiento.i_HSRElev1","Enfriamiento.i_HSRElev2","Enfriamiento.i_HSRElev3","Enfriamiento.i_HSRElev4","Enfriamiento.i_HSRElev5","Enfriamiento.i_TORElev1","Enfriamiento.i_TORElev2","Enfriamiento.i_TORElev3","Enfriamiento.i_TORElev4","Enfriamiento.i_TORElev5","Enfriamiento.iCFM","Enfriamiento.tTipoRadiador","Enfriamiento.tTipoAccesorioMK","Enfriamiento.tTipoAccesorioMA","Garantias.dCapPerd","Garantias.dPerdCu","Garantias.dPerdCuInterfaz","Garantias.dPerdFe","Garantias.dPerdTot","Garantias.bLimiteMax","Garantias.tRelPerdYEfic","Garantias.dCapImp","Garantias.dImpHX","Garantias.dImpHY","Garantias.dImpXY","Garantias.dEvPerdCu","Garantias.dEvPerdFe","Garantias.dDensFlujoGar","Garantias.dCM","Garantias.dCapEficReg","Garantias.dCapExcitacion","Garantias.dPorcExcitacionGar","Garantias.dFactorPotGar","Garantias.dVoltMaxSinCarga","Garantias.dVoltMaxCarga","Garantias.dTemperatura","Garantias.dRestriccionesDensFlujo","Garantias.dPorcEficGar","Garantias.dPorcRegGar","Garantias.dRuidoMaxGar","Garantias.bRuidoConCarga","Garantias.dLimInfEBA","Garantias.dLimSupEBA","Garantias.dLimInfET","Garantias.dLimSupET","Configurables.bOptimizar","Configurables.bCalcularImpSistema","Configurables.bFreeBuckling","Configurables.bCalculaCorto","Configurables.bCalculaFlujoRad","Configurables.bPruebaFrenteOnda","Configurables.bFijarTipoArreglo","Configurables.bFijarTipoLamina","Configurables.bFijarTipoNucleo","Configurables.bFijarReactor","Configurables.bAplicarDimensiones","Configurables.iCambiaNumPiernasDevYDiamNuc","Configurables.iCambiaTipoLamina","Configurables.iAlcanceTraslapado","Configurables.iUsarColectores","Configurables.bNucleo3PAchatado","Configurables.bDensCorrTapMax","Configurables.bRestringirDiamNuc","Configurables.bUsarDosCapas","Configurables.bOptimizarConCosto","Configurables.bUsarGyC","Configurables.iDiamNucleoGyC","Configurables.dDenFlujoGyC","Configurables.dDenCorrBTGyC","Configurables.dDenCorrATGyC","Nucleo.dDiamNucleoMin","Nucleo.dDiamNucleoMax","Nucleo.dDensFlujoMin","Nucleo.dDensFlujoMax","Nucleo.tTipoNucleo","Nucleo.tTipoLamina","Nucleo.bOpcionLamina0","Nucleo.bOpcionLamina1","Nucleo.bOpcionLamina2","Nucleo.bOpcionLamina3","Tanque.iSegGarganta","Tanque.iSegENA","Tanque.iSegCBC","Tanque.iSegCSC","Tanque.iSegTorretasAT","Tanque.iSegGabinete","Tanque.iSegConservador","Tanque.iLargoIntTanque","Tanque.iAnchoIntTanque","Tanque.iAltIntTanque","Tanque.dPesoBoquillas","BoquillaAT.dAltColaBoq","BoquillaAT.dDiamExtColaBoqTCs","BoquillaAT.sDescripcionBoq","BoquillaAT.sNoArticulo","BoquillaAT.dDiamExtBrida","BoquillaAT.dDiamDeflSupBoq","BoquillaAT.dLargoColaBoq","BoquillaAT.dDiamCampanaMax","BoquillaAT.dDiamDeflInf","BoquillaAT.dDiamMaxColaBoq","BoquillaBT.dAltColaBoq","BoquillaBT.dDiamExtColaBoqTCs","BoquillaBT.sDescripcionBoq","BoquillaBT.sNoArticulo","BoquillaBT.dDiamExtBrida","BoquillaBT.dDiamDeflSupBoq","BoquillaBT.dLargoColaBoq","BoquillaBT.dDiamCampanaMax","BoquillaBT.dDiamDeflInf","BoquillaBT.dDiamMaxColaBoq","BoquillaNAT.dAltColaBoq","BoquillaNAT.dDiamExtColaBoqTCs","BoquillaNAT.dDiamExtBrida","BoquillaNAT.dDiamDeflSupBoq","BoquillaNAT.dLargoColaBoq","BoquillaNAT.dDiamCampanaMax","BoquillaNAT.dDiamDeflInf","BoquillaNAT.dDiamMaxColaBoq","BoquillaNBT.dAltColaBoq","BoquillaNBT.dDiamExtColaBoqTCs","BoquillaNBT.sDescripcionBoq","BoquillaNBT.sNoArticulo","BoquillaNBT.dDiamExtBrida","BoquillaNBT.dDiamDeflSupBoq","BoquillaNBT.dLargoColaBoq","BoquillaNBT.dDiamCampanaMax","BoquillaNBT.dDiamDeflInf","BoquillaNBT.dDiamMaxColaBoq"
"2269091A.opt","3448","MAGG","A","226909","1","0","2","3","60","18","TEXAS E3LECTRIC COOPERATIVE","2","0","1","0","0","0","138","138","100","0","0","0","0","2","1000","0","0","1","0","0","0","1e+009","0","0","0","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","30","1","0","1","73","75","76","LOCAL","4","-1","0","-1","-1","200","200","200","-1","-1","-1","-1","-1","-1","-1","0.8","1.85","1.2","0.8","1.2","-1","-1","1","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","-1","-1","-1","0","1","6","26.18","26.18","-1","150","150","200","18","24","30","33.6","-1","0","0","1","1.85","4","1","4","-1","-1","1","1","-1","1","1","0","0","0","0","0","0","2","32","10","10","10","10","0","1","-1","2","0","0","2","5","138","138","-1","650","650","650","18","24","30","33.6","-1","0","0","1","1.85","4","1","4","-1","-1","1","0","-1","1","0","0","0","0","0","0","0","1","4","5","5","5","5","0","1","-1","-1","-1","0","0","3","6","7","7","55","55","56","-1","-1","0","0","70","70","70","80","80","55","55","55","65","65","7400","2","-1","-1","18","0","0","0","0","0","0","18","8","0","0","1463","3226","17273","0.15","18","18","0","0.8","1.1","1.05","75","0","0","0","76","0","0","1","0","1","1","0","0","1","1","0","1","1","1","1","0","0","1","1","-1","0","0","0","0","0","0","0","0","0","0","0","0","1.4","1.727","30","9","1","0","1","0","0","0","2","4","0","1","0","0","0","0","0","0","0","POC650G0800S","HY99","413","235","1187","295","165","203","0","0","B89393-70","ZJ79","216","98","800","203","38.1","86","0","0","0","0","0","0","0","0","0","0","B89393-70","ZJ79","216","98","800","203","38.1","86"
