"","V1"
"Actividades.Primarioas",0.186683689879403
"Actividades.Secundarias",0.183602171648709
"Actividades.Terciarias",0.397900018591697
"Mineria",0.04225548124974
"Manufactura",0.116727417400890
"Construccion",0.269722710905993
"Energia",0.244393478260151
"Desempleo",0.364282983425260
"Industria.EUA",-0.0724338834218761
