"","V1"
"Actividades.Primarioas",0.183371178593891
"Actividades.Secundarias",0.187861809196497
"Actividades.Terciarias",0.400698185067466
"Mineria",0.0472189329295139
"Manufactura",0.121466823743488
"Construccion",0.272521922819864
"Energia",0.243876396194195
"Desempleo",0.365789865178982
"Industria.EUA",-0.075272821882175
