"","V1"
"Actividades.Primarioas",0.183245337810843
"Actividades.Secundarias",0.185851929030896
"Actividades.Terciarias",0.400444919985527
"Mineria",0.0422695077725778
"Manufactura",0.119465048485271
"Construccion",0.271926885420878
"Energia",0.242819042344478
"Desempleo",0.36550789768466
"Industria.EUA",-0.0734747207270983
