"","V1"
"Actividades.Primarioas",0.173520003766946
"Actividades.Secundarias",0.190490072257968
"Actividades.Terciarias",0.403938564094851
"Mineria",0.043272074105365
"Manufactura",0.122993964443636
"Construccion",0.279301208820012
"Energia",0.241766126803532
"Desempleo",0.375894532195407
"Industria.EUA",-0.0678549576394676
