"","V1"
"Actividades.Primarioas",0.184820935088771
"Actividades.Secundarias",0.184875927273456
"Actividades.Terciarias",0.400163444192078
"Mineria",0.042799433935717
"Manufactura",0.117512084093390
"Construccion",0.272027705024789
"Energia",0.244246356330674
"Desempleo",0.362881047859571
"Industria.EUA",-0.0696863677122494
