"","V1"
"Actividades.Primarioas",0.185600607822266
"Actividades.Secundarias",0.185094529846921
"Actividades.Terciarias",0.400827970136082
"Mineria",0.0460151675954453
"Manufactura",0.117354836610901
"Construccion",0.271717693399634
"Energia",0.244877227175487
"Desempleo",0.361188332694806
"Industria.EUA",-0.0648108760645251
