"","V1"
"Actividades.Primarioas",0.067280190488942
"Actividades.Secundarias",0.211530256062513
"Actividades.Terciarias",0.375345871847934
"Mineria",0.0720166635821794
"Manufactura",0.137328355527487
"Construccion",0.295286759113791
"Energia",0.285272889349156
"Desempleo",0.424452111523596
