"","V1"
"Actividades.Primarioas",0.0601420942226412
"Actividades.Secundarias",0.211822477823198
"Actividades.Terciarias",0.373628968959879
"Mineria",0.0759494649156731
"Manufactura",0.139048462825779
"Construccion",0.292260975188305
"Energia",0.283115414436249
"Desempleo",0.425788014823066
