"","V1"
"Actividades.Primarioas",0.0670725870538532
"Actividades.Secundarias",0.209544044481518
"Actividades.Terciarias",0.375857987772945
"Mineria",0.0740417064937396
"Manufactura",0.135760245209670
"Construccion",0.293705408349137
"Energia",0.276376202267614
"Desempleo",0.4283071618619
