"","V1"
"Actividades.Primarioas",0.06620962557239
"Actividades.Secundarias",0.210795376482611
"Actividades.Terciarias",0.375648070795831
"Mineria",0.0726272621549207
"Manufactura",0.137020339485389
"Construccion",0.294046573972729
"Energia",0.282887452506539
"Desempleo",0.425751239208836
