"","V1"
"Actividades.Primarioas",0.0653710897133049
"Actividades.Secundarias",0.203274902708616
"Actividades.Terciarias",0.375620321304507
"Mineria",0.0791504028300285
"Manufactura",0.127062364640219
"Construccion",0.290268251451842
"Energia",0.267373456043456
"Desempleo",0.436095917467810
