"","V1"
"Actividades.Primarioas",0.0552234501754165
"Actividades.Secundarias",0.213729054347275
"Actividades.Terciarias",0.374888500591236
"Mineria",0.0787029307820576
"Manufactura",0.142572646138207
"Construccion",0.290394851655483
"Energia",0.287748271627542
"Desempleo",0.421255988406503
