"","Mexico","Costos"
"Mexico.d",0.074040408222262,0.000142518252855356
"Costos.d",-0.00966164344262235,-4.38019757990924e-05
"Monetario.d",-0.103987823249905,0.000381683737209985
"Demanda.d",0.0112692620791875,0.000778423487579094
