"","Nacional","Costos"
"Nacional.d",0.0317846379994920,0.0213025347393316
"Costos.d",-0.00366739311635778,-0.0111152299304833
"Monetario.d",-0.137465339408639,0.052429407758625
"Demanda.d",-0.00485916886647727,0.115053148175365
