"","Inflación Anual","Inflación Anual Permanente","Inflación Anual Transitoria"
"1",2.8,2.7,0.0999999999999996
"2",3.1,3.1,0
"3",3.2,3.1,0.1
"4",3.3,3.2,0.0999999999999996
"5",3,2.9,0.1
"6",3.1,3,0.1
"7",3.4,3.3,0.1
"8",3.2,2.9,0.3
"9",3.1,2.8,0.3
"10",3,2.7,0.3
"11",3.2,3,0.2
"12",3.7,3.7,0
