"","Inflación Anual","Inflación Anual Permanente","Inflación Anual Transitoria"
"1",3.4,3.5,-0.1
"2",3.3,3.1,0.200000000000000
"3",3.2,3,0.2
"4",3.1,2.8,0.3
"5",3.1,2.7,0.4
"6",3.2,3.1,0.1
"7",3.1,2.9,0.2
"8",3.4,3.2,0.200000000000000
"9",3.6,3.1,0.5
"10",3.3,2.7,0.6
"11",3.5,3,0.5
"12",3.7,3.3,0.4
