"","Inflación Anual","Inflación Anual Permanente","Inflación Anual Transitoria"
"1",1.4,1.1,0.3
"2",2.3,2.4,-0.1
"3",2.3,2.7,-0.4
"4",2.3,2.8,-0.5
"5",2.2,2.8,-0.6
"6",2.4,3.2,-0.8
"7",2.7,3.3,-0.6
"8",3.7,3.6,0.1
"9",3.7,3.2,0.5
"10",3.6,3,0.6
"11",3.8,3.1,0.7
"12",3.7,3,0.7
