"","Forecast","linf","lsup","CI"
"1",99.8593835092804,99.4929876995824,100.225779318978,0.366395809698020
"2",99.9254893473731,99.5612018719582,100.289776822788,0.364287475414898
"3",100.236017570761,99.87384527232,100.598189869201,0.362172298440527
"4",100.515821510635,100.155727014945,100.875916006324,0.360094495689722
"5",100.800442940845,100.442389107985,101.158496773706,0.358053832860406
"6",101.109281130992,100.753231067561,101.465331194423,0.356050063430899
"7",101.422083766072,101.068001058869,101.776166473275,0.354082707203219
"8",101.683830520706,101.332012264626,102.035648776787,0.351818256080435
"9",102.060726577970,101.710807547576,102.410645608363,0.349919030393536
"10",102.240563984068,101.892512073939,102.588615894196,0.348051910128447
"11",102.423141789034,102.076925956994,102.769357621075,0.346215832040016
"12",102.747868856094,102.403459143026,103.092278569162,0.344409713068359
