"","Forecast","linf","lsup","CI"
"1",99.977150288906,99.6145498576021,100.339750720210,0.362600431303903
"2",100.024745883449,99.6642787277738,100.385213039124,0.360467155674954
"3",100.270368900146,99.9119714853465,100.628766314946,0.358397414799612
"4",100.424509590063,100.068149772231,100.780869407894,0.356359817831375
"5",100.472093251329,100.117734992094,100.826451510565,0.354358259235781
"6",100.783097795455,100.430710842130,101.135484748779,0.352386953324256
"7",101.192579361696,100.842130437629,101.543028285763,0.350448924066896
"8",101.581709430979,101.233169176129,101.930249685829,0.348540254849709
"9",101.990150573752,101.643486430789,102.336814716714,0.346664142962936
"10",102.261963526078,101.917145506965,102.606781545191,0.344818019112822
"11",102.562124769905,102.219125202046,102.905124337765,0.342999567859351
"12",102.826531366384,102.485320226603,103.167742506165,0.341211139780668
