"","Forecast","linf","lsup","CI"
"1",99.9549620865153,99.2571676682454,100.652756504785,0.697794418269908
"2",100.01268696585,99.3189768871259,100.706397044574,0.693710078724152
"3",100.472399436012,99.7826818944592,101.162116977564,0.689717541552596
"4",100.645170899970,99.959370599246,101.330971200693,0.685800300723457
"5",97.3655511797903,96.683587803443,98.0475145561376,0.681963376347255
"6",97.773022109812,97.0948391658447,98.4512050537793,0.678182943967315
"7",98.4100464899982,97.7355803967376,99.0845125832588,0.674466093260591
"8",98.990158888103,98.3193450494632,99.6609727267427,0.670813838639759
"9",99.2741668234298,98.606938650906,99.9413949959535,0.667228172523679
"10",99.6563048052172,98.9927578453254,100.319851765109,0.663546959891818
"11",103.499735958553,102.839651983939,104.159819933166,0.660083974613528
"12",103.634657712635,102.977978848977,104.291336576292,0.65667886365786
