"","Monetario","Demanda"
"Nacional.d",4.11912125507846,-7.39774662073473
"Costos.d",21.4774947150793,1.27856685636052
"Monetario.d",0.338495552902150,-1.82682251825347
"Demanda.d",1.15800783554324,2.32572116388465
