"","Monetario","Demanda"
"Mexico.d",1.62022984037730,-6.10798052558075
"Costos.d",22.3770098200041,-4.4420373662957
"Monetario.d",-0.7797156604224,-3.64826851558387
"Demanda.d",1.34483314089447,2.65718274709852
