"","Costos","Monetario","Demanda"
"Noreste.d",1.70037851722307,1.0367565774103,5.3955695202774
"Costos.d",-2.83003359486039,20.7699695759653,0.0222625419049184
"Monetario.d",0.657756857426226,-0.24689421812204,-3.43326961200921
"Demanda.d",4.48180307420237,1.14595860434107,-0.351615710312681
