"","Monetario","Demanda"
"Nacional.l12",0.0415866870333785,-0.104844388506099
"Costos.l12",0.0311337325413038,0.0153372374360296
"Monetario.l12",0.0213630168670179,0.000400246906415266
"Demanda.l12",0.131945161768473,0.0883636779098697
