"","Monetario","Demanda"
"Mexico.l12",0.0153789579277841,-0.147495497604043
"Costos.l12",0.0368307902592235,0.00818091999392082
"Monetario.l12",0.0192894048509824,-0.0118456288239650
"Demanda.l12",0.123405531986292,0.0347075453287035
