"","Mexico","Costos"
"Mexico.d",0.0781341997777672,0.0804956978239108
"Costos.d",-0.243465499858114,-0.0804542213324928
"Monetario.d",-0.118286828447793,-0.0713249183320605
"Demanda.d",-0.558678693452188,-0.110953778519099
