"","Sur","Costos","Monetario"
"Sur.d",1.09003289332346,-0.280101875365692,0.591809476038461
"Costos.d",0.0338339072689621,-0.0124097339107130,0.0277805423981314
"Monetario.d",0.109328744429441,-0.155914531941026,0.093956613887991
"Demanda.d",0.126015681818515,-0.0614548623819231,0.0286218896875743
