"","Monetario","Demanda"
"Noreste.l11",-0.00452162778499888,-0.148949543726422
"Costos.l11",0.0563355019450477,-0.0247237172899516
"Monetario.l11",-0.0158487141717756,-0.0126998745417799
"Demanda.l11",-0.133090982537942,0.0139230612652175
