"","Monetario","Demanda"
"Nacional.l12",-0.148754173246524,-0.143817288878812
"Costos.l12",0.137107726980096,0.0435375373325777
"Monetario.l12",0.105446373036791,0.0292465676299379
"Demanda.l12",0.368800291866009,0.122271052023197
