"","Monetario","Demanda"
"Mexico.l11",-0.172623884209185,-0.0935651663968475
"Costos.l11",0.542642128233705,-0.131104848262476
"Monetario.l11",0.191248963024511,-0.0570135196322419
"Demanda.l11",1.12315549425954,-0.271243046065575
