"","Monetario","Demanda"
"Centro.norte.l12",-0.0550211912958166,0.0973583144716828
"Costos.l12",-0.0286535295368998,-0.018405756994149
"Monetario.l12",-0.0212507780895859,-0.00471369926827446
"Demanda.l12",-0.0952608862064584,-0.0780473589420187
