"","Monetario","Demanda"
"Noroeste.l12",-1.70625119664181,1.11032083495954
"Costos.l12",-0.603825643531531,0.317851880254018
"Monetario.l12",-0.672795568000342,0.356451511899011
"Demanda.l12",-1.37169505337435,0.71331120201166
