"","Monetario","Demanda"
"Centro.sur.l12",-0.116463835136853,-0.0693393663332433
"Costos.l12",0.0606380035463138,-0.0263962373323404
"Monetario.l12",0.0983268792537862,-0.0399832165262711
"Demanda.l12",0.277956003411126,-0.0969215363159542
