"","INPC (Real)","Pronostico-1","Pronostico-2","Pronostico-3","Pronostico-4","Pronostico-5","Pronostico-6"
"1",98.339116975638,NA,NA,NA,NA,NA,NA
"2",98.356079185249,NA,NA,NA,NA,NA,NA
"3",96.095157995915,NA,NA,NA,NA,NA,NA
"4",96.046391643285,NA,NA,NA,NA,NA,NA
"5",96.218840774325,NA,NA,NA,NA,NA,NA
"6",96.423800807118,NA,NA,NA,NA,NA,NA
"7",96.806157282089,NA,NA,NA,NA,NA,NA
"8",97.103702709006,97.649652476292,NA,NA,NA,NA,NA
"9",99.422578114509,99.840525229235,98.918301737981,NA,NA,NA,NA
"10",99.79574672594,100.468207650345,99.426103136121,100.058039277309,NA,NA,NA
"11",100.31,100.906511306452,99.9476835023465,100.586841287962,100.163396389256,NA,NA
"12",100.56,100.789430564309,100.129842211951,100.884128469554,100.463983732491,100.559708392061,NA
"13",100.776,100.850361399474,100.124398312335,100.943444390289,100.703632122609,100.618155247776,100.612460518126
"14",100.232,NA,99.84744033427,100.813122676631,100.729146142929,100.726806492959,100.614842932984
"15",97.23,NA,NA,98.5507230854648,98.5484686441227,98.8954839108755,98.7138685924095
"16",97.02,NA,NA,NA,98.9176904639095,99.065949821542,98.9604417217743
"17",97.416,NA,NA,NA,NA,99.3311405744898,99.0359444886063
"18",97.521,NA,NA,NA,NA,NA,98.860722968976
