"","Noroeste","Costos","Monetario"
"Noroeste.d",-7.8170997459448,-18.1586399398617,6.46226122114756
"Costos.d",-0.63367157354601,-1.40166325689591,0.498012071831954
"Monetario.d",-0.918208356389885,-2.28432796617121,0.793560906515528
"Demanda.d",-1.16502015028764,-2.31175636297948,1.01756345737041
