"","Mexico","Costos"
"Mexico.d",0.068285331968534,0.0247811902656356
"Costos.d",-0.00314979498080242,-0.00990010261671645
"Monetario.d",-0.128830351510692,0.0557825685232191
"Demanda.d",-0.0119967172741442,0.104022664678063
