"","Forecast","linf","lsup","CI"
"1",97.7652111065781,97.059135770201,98.4712864429553,0.706075336377168
"2",98.1394133849134,97.437153858249,98.8416729115778,0.70225952666435
"3",100.666979526911,99.9683772764432,101.365581777378,0.69860225046753
"4",101.172635459116,100.476196213397,101.869074704835,0.696439245718963
"5",101.536115147069,100.843695418094,102.228534876045,0.692419728975096
"6",101.882234766397,101.193704089847,102.570765442948,0.688530676550457
"7",101.834886248161,101.150140480728,102.519632015594,0.684745767432588
"8",101.512904808987,100.831859067536,102.193950550438,0.681045741451044
"9",99.3207932562162,98.6433783658625,99.99820814657,0.67741489035376
"10",99.2617217982457,98.5878650792325,99.935578517259,0.673856719013258
"11",99.4135814720615,98.7432264789829,100.083936465140,0.670354993078661
"12",99.271554484114,98.6046476189972,99.9384613492308,0.666906865116758
