"tTipoAparato","iNumFases","iFrecuencia","tTipoArreglo","dRelTransformacion","bLlevaTerciario","IDevCercano","IVoltDefPor","DVoltSistGen","dVoltajeSistAT","dVoltajeSistATInterfaz","dVoltajePrefallaRL","bTerciarioExt","bTerciarioCargado","tNormaGar","iLlevaSerie","MSNM","dZry","dZsh","dZsx","dZts","iLlevaSopApartarrayos","iTipoEmbarque","iPais","iDestino","iAltEmbarqueMax","iAnchoEmbarqueMax","iPesoEmbarqueMax","tTipoNucleoSolicitado","dRuido0","dRuido1","dRuido2","Terciario.tTipoDev","Terciario.tTipoConexion","Terciario.dVoltajeLinea","Terciario.iBilesSup","Terciario.iBilesMed","Terciario.iBilesInf","Terciario.MVA0","Terciario.MVA1","Terciario.MVA2","Terciario.MVA3","Terciario.MVA4","Terciario.MVA5","Terciario.dLimMinDensCorr","Terciario.dLimMaxDensCorr","Terciario.tTipoCond","Terciario.tTipoBobinaFija","Terciario.bLlevaCambiador","Terciario.bCtcPerforado","Terciario.Cambiador.tCambiador","Terciario.Cambiador.iNumPasos","Terciario.Cambiador.dPorcArriba","Terciario.Cambiador.dPorcAbajo","Terciario.Cambiador.bCapReducida","Terciario.Cambiador.dRelSerie","Terciario.Cambiador.tMarcaCambiador","Terciario.Cambiador.tTipoLR","Terciario.Cambiador.tTipoCambiador","Terciario.Cambiador.bCircExtra","Enfriamiento.bLlevaSobrecarga","Enfriamiento.iNumPasosEnfto","Enfriamiento.t_TipoEnftoP1","Enfriamiento.t_TipoEnftoP2","Enfriamiento.t_TipoEnftoP3","Enfriamiento.i_ElevTempP1","Enfriamiento.i_ElevTempP2","Enfriamiento.i_ElevTempP3","Enfriamiento.i_ElevTempP4","Enfriamiento.i_ElevTempP5","Enfriamiento.bLlevaConservador","Enfriamiento.i_HSRElev1","Enfriamiento.i_HSRElev2","Enfriamiento.i_HSRElev3","Enfriamiento.i_HSRElev4","Enfriamiento.i_HSRElev5","Enfriamiento.i_TORElev1","Enfriamiento.i_TORElev2","Enfriamiento.i_TORElev3","Enfriamiento.i_TORElev4","Enfriamiento.i_TORElev5","Enfriamiento.iCFM","Enfriamiento.tTipoRadiador","Garantias.dCapPerd","Garantias.dPerdCu","Garantias.dPerdCuInterfaz","Garantias.dPerdFe","Garantias.dPerdTot","Garantias.dCapImp","Garantias.dImpHX","Garantias.dEvPerdCu","Garantias.dEvPerdFe","Garantias.dDensFlujoGar","Garantias.dCapEficReg","Garantias.dCapExcitacion","Garantias.dPorcExcitacionGar","Garantias.dFactorPotGar","Garantias.dVoltMaxSinCarga","Garantias.dVoltMaxCarga","Garantias.dTemperatura","Garantias.dPorcEficGar","Garantias.dDilFasesInfCap1Grupo1","Garantias.dDilFasesMedCap1Grupo1","Garantias.dDilFasesSupCap1Grupo1","Configurables.bFreeBuckling","Configurables.iUsarColectores","Configurables.bNucleo3PAchatado","Configurables.bUsarDosCapas","Configurables.iAparatoFIT","Configurables.iAparatoGS","Configurables.bOptimizarConCosto","Configurables.bUsarGyC","Configurables.iDiamNucleoGyC","Configurables.dDenFlujoGyC","Configurables.dDenCorrBTGyC","Configurables.dDenCorrATGyC","Configurables.dPotencialAplicadoAT","Configurables.dPotencialAplicadoBT","Configurables.dImpulsoManiobraAT","Nucleo.dDiamNucleoMin","Nucleo.dDiamNucleoMax","Nucleo.dDensFlujoMin","Nucleo.dDensFlujoMax","Nucleo.tTipoNucleo","Nucleo.tTipoLamina","Nucleo.bOpcionLamina0","Nucleo.bOpcionLamina1","Nucleo.bOpcionLamina2","Nucleo.bOpcionLamina3","SobreCarga.bCalculaSC","SobreCarga.iDuracionPrueba","Tanque.iSegGarganta","Tanque.iSegENA","Tanque.iSegCBC","Tanque.iSegCSC","Tanque.iSegTorretasAT","Tanque.iSegGabinete","Tanque.iSegConservador","Tanque.iBloqSegmento1","Tanque.iBloqSegmento2","Tanque.iBloqSegmento3","Tanque.iBloqSegmento4","BoquillaAT.dAltColaBoq","BoquillaAT.dDiamExtColaBoqTCs","BoquillaAT.sDescripcionBoq","BoquillaAT.sNoArticulo","BoquillaAT.dDiamExtBrida","BoquillaAT.dDiamDeflSupBoq","BoquillaAT.dLargoColaBoq","BoquillaAT.dDiamColaTCS","BoquillaAT.dDiametroColaInf","BoquillaAT.dDiamExtDisco","BoquillaAT.dDiamExtDiscoDL","BoquillaAT.dEspDiscoDL","BoquillaAT.dDiamCampanaMax","BoquillaAT.dDiamDeflInf","BoquillaAT.dDiamMaxColaBoq","BoquillaAT.dLongBoqNMA","BoquillaAT.dLargoSuperior","BoquillaAT.iLlevaDeflector","BoquillaAT.dAlturaDef","BoquillaAT.dDrawLeadPin","BoquillaAT.dNivelAceite","BoquillaAT.iUbicacion"
"2","3","60",17,1,"0",NA,NA,NA,18,18,100,"0","0","3","0",2500,0,0,0,0,"0","1","0","54",0,0,0,"30",71,73,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",3,"6","7","7","65","65","65","-1","-1","1",75,75,75,0,0,65,65,65,0,0,"7400","2","16.5",49.93,49.93,29,0,16.5,7.4,0,0,17273,"16.5","16.5",0,0.8,1.1,1.05,85,0,NA,NA,NA,"0","0",0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,600,1.4,1.727,"30",9,"1","0","0","0",NA,NA,0,"0","2","0","0","1","4",NA,NA,NA,NA,0,0,"ETA-40.5/4000-3","PJ843",280,245,600,NA,NA,NA,NA,NA,340,0,110,NA,NA,NA,NA,NA,NA,NA
"2","3","60",19,1,"0",NA,NA,NA,115,115,100,"0","0","3","0",2500,0,0,0,0,"0","1","0","54",0,0,0,"30",70,72,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",2,"6","7","-1","55","55","-1","-1","-1","1",65,65,0,0,0,55,55,0,0,0,"7400","2","10",0,0,0,0,10,9,0,0,17273,"10","10",0,0.8,1.1,1.05,75,0,NA,NA,NA,"0","0",1,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,559,1.4,1.727,"30",9,"1","0","0","0",NA,NA,0,"0","4","0","0","1","4",NA,NA,NA,NA,0,0,"ETA-126/1250-4","PJ846",400,270,900,NA,NA,NA,NA,NA,360,141,141,NA,NA,NA,NA,NA,NA,NA
"2","3","60",3,1,"1",NA,NA,NA,345,345,105,"0","0","0","0",1000,0,0,9,0,"0","2","2","0",0,0,0,"30",0,0,0,0,5,13.8,150,150,150,29,38.67,48.33,-1,-1,0,1.4,0,-1,-1,"0",1,"0",0,0,0,0,1,"-1","-1","-1","0","0",3,"6","7","7","65","65","65","-1","-1","1",80,80,80,80,80,65,65,65,65,65,"7400","2","81",0,0,0,0,81,9,3000,2000,17273,"81","81",0,0.8,1.1,1.05,85,0,NA,NA,NA,"0","0",0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.4,1.727,"30",10,"1","0","1","0",NA,NA,0,"0","2","0","0","4","4",NA,NA,NA,NA,0,0,"POC1300G0800Y11","PI625",584,356,1334,NA,NA,NA,NA,NA,368.3,267,318,NA,NA,NA,NA,NA,NA,NA
"2","1","60",14,1,"0",NA,NA,NA,138,138,100,"0","0","0","0",1000,0,0,0,0,"0","1","2","10",0,0,0,"12",78,80,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",3,"6","7","7","65","65","65","-1","-1","1",80,80,80,80,80,65,65,65,65,65,"7400","2","60",0,0,0,0,60,8.4,0,0,14430,"60","60",0,0.8,1.1,1.05,85,0,NA,NA,NA,"0","0",0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,790,1090,1.4,1.443,"12",9,"1","0","0","0",NA,NA,0,"0","0","4","0","1","4",NA,NA,NA,NA,0,0,"138Z3000AU","PF927",426,214,1187,NA,NA,NA,NA,NA,271,242,203,NA,NA,NA,NA,NA,NA,NA
"2","3","60",14,1,"0",NA,NA,NA,138,138,100,"0","0","0","0",1000,0,0,0,0,"0","1","2","10",0,0,0,"30",72,74,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",3,"6","7","7","65","65","65","-1","-1","1",80,80,80,80,80,65,65,65,65,65,"7400","2","90",0,0,0,0,90,6,0,0,14430,"90","90",0,0.8,1.1,1.05,85,0,NA,NA,NA,"0","0",1,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,705,1005,1.4,1.443,"30",9,"1","0","0","0",NA,NA,0,"0","0","0","0","1","4",NA,NA,NA,NA,0,0,"138Z3000AU","PF927",426,214,1187,NA,NA,NA,NA,NA,271,242,203,NA,NA,NA,NA,NA,NA,NA
"2","3","60",3,1,"1",NA,NA,NA,230,230,110,"0","0","2","0",1226,0,0,0,0,"0","2","0","0",0,0,0,"30",77,78,80,0,5,13.8,110,110,110,20,27,33,-1,-1,0,1.4,0,-1,0,"0",0,"0",0,0,0,0,1,"-1","-1","-1","0","0",3,"6","7","7","65","65","65","-1","-1","1",58,58,58,0,80,40,40,40,0,65,"7400","2","60",0,0,0,0,60,10.5,0,0,17273,"60","60",0,0.8,1.1,1.05,85,99.57,NA,NA,NA,"1","0",0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.4,1.727,"30",9,"1","0","0","0",NA,NA,0,"0","2","0","0","1","4",NA,NA,NA,NA,0,0,"POC900G2500Z087","PI203",584,267,1511,NA,NA,NA,NA,NA,316,267,257,NA,NA,NA,NA,NA,NA,NA
"2","3","60",17,1,"0",NA,NA,NA,115,115,100,"0","0","0","0",1000,0,0,0,0,"0","2","0","0",0,0,0,"30",75,77,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",2,"6","7","-1","65","65","-1","-1","-1","1",80,80,0,0,80,65,65,0,0,65,"7400","2","30",0,0,0,0,30,5.62,0,0,17273,"30","30",0,0.8,1.1,1.05,85,0,NA,NA,NA,"0","0",0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,444,744,1.4,1.727,"30",9,"1","0","1","0",NA,NA,0,"0","2","0","0","1","4",NA,NA,NA,NA,0,0,"POC550G0800S","HQ86",387,235,1092,NA,NA,NA,NA,NA,279,165,187,NA,NA,NA,NA,NA,NA,NA
"1","3","60",12,1,"1",NA,NA,NA,69,69,100,"0","0","0","0",1000,0,0,0,0,"0","-1","-1","-1",0,0,0,"30",71,74,0,0,5,13.2,150,150,150,7,8.75,-1,-1,-1,0,1.4,0,1,1,"0",1,"0",0,0,0,0,1,"-1","-1","-1","0","0",2,"6","7","-1","65","65","-1","-1","-1","1",80,80,0,0,80,65,65,0,0,65,"7400","2","20",0,0,0,0,20,7.4,1400,2900,17273,"20","20",0,0.8,1.1,1.05,85,0,NA,NA,NA,"1","0",0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.4,1.727,"30",9,"1","0","1","0",NA,NA,0,"0","0","4","0","1","4",NA,NA,NA,NA,0,0,"350-412-210-00","PI031",270,60,952.5,NA,NA,NA,NA,NA,220,38,152,NA,NA,NA,NA,NA,NA,NA
"2","3","60",3,1,"1",NA,NA,NA,230,230,100,"1","1","3","0",2500,0,0,0,0,"0","1","0","54",0,0,0,"30",78,80,81,0,5,15,110,110,110,7.2,9.6,12,-1,-1,0,1.4,0,0,0,"0",0,"0",0,0,0,0,1,"-1","-1","-1","0","0",3,"6","7","7","65","65","65","-1","-1","1",80,80,80,0,0,65,65,65,0,0,"7400","2","36",0,0,0,0,36,10.8,5050,4218,17200,"36","36",0,0.8,1.1,1.05,85,0,NA,NA,NA,"0","0",0,"0",NA,NA,"0",0,0,0,0,0,NA,NA,NA,460,760,1.4,1.727,"30",9,"1","0","1","0",NA,NA,0,"4","2","0","0","4","4",NA,NA,NA,NA,0,0,"ETA-252/1250-3 ","PJ841",550,380,1045,NA,NA,NA,NA,NA,424,0,220,NA,NA,NA,NA,NA,NA,NA
"2","3","60",17,1,"0",NA,NA,NA,122,122,110,"0","0","1","0",1000,0,0,0,0,"0","-1","-1","-1",0,0,0,"30",70,72,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",2,"6","7","-1","65","65","-1","-1","-1","1",80,80,0,0,80,65,65,0,0,65,"7400","2","10",0,0,0,0,10,8.45,0,0,17273,"10","10",0,0.8,1.1,1.05,85,0,NA,NA,NA,"0","0",0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,567,1.4,1.727,"30",9,"1","0","0","0",NA,NA,0,"0","2","0","0","1","4",NA,NA,NA,NA,0,0,"145G0600AD","HS48",432,229,1118,NA,NA,NA,NA,NA,348,165,222,NA,NA,NA,NA,NA,NA,NA
"2","3","60",19,1,"0",NA,NA,NA,69,69,100,"0","0","0","0",1000,0,0,0,0,"0","2","0","0",0,0,0,"30",74,76,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",3,"6","7","7","55","55","56","-1","-1","1",60,60,60,70,0,45,45,45,55,0,"7400","2","37.6",0,0,0,0,37.6,8.5,0,0,17273,"37.6","37.6",0,0.8,1.1,1.05,75,0,NA,NA,NA,"0","0",0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415,715,1.4,1.727,"30",9,"1","0","0","0",NA,NA,0,"0","2","0","0","1","4",NA,NA,NA,NA,0,0,"069Z0412AN","PF778",280,176,953,NA,NA,NA,NA,NA,207,38.1,147,NA,NA,NA,NA,NA,NA,NA
"2","3","60",3,1,"1",NA,NA,NA,345,345,100,"0","0","0","0",1000,0,0,0,0,"0","1","2","4",0,0,0,"30",82,85,0,0,5,13.8,110,110,110,50,66.67,-1,-1,-1,0,1.4,0,-1,0,"0",0,"0",0,0,0,0,1,"-1","-1","-1","0","0",2,"6","7","-1","65","65","-1","-1","-1","1",80,80,0,0,0,65,65,0,0,0,"7400","2","150",0,0,0,0,150,10.5,0,0,17273,"150","150",0,0.8,1.1,1.05,85,0,NA,NA,NA,"0","0",0,"0",NA,NA,"0",0,0,0,0,0,NA,NA,NA,838,1020,1.4,1.727,"30",9,"1","0","0","0",NA,NA,0,"0","0","4","0","1","4",NA,NA,NA,NA,0,0,"POC1175G1216CMS","PU75",584,356,1295,NA,NA,NA,NA,NA,368,267,318,NA,NA,NA,NA,NA,NA,NA
"2","3","60",4,1,"1",NA,NA,NA,240,240,105,"0","0","1","0",1000,0,0,0,0,"0","2","3","57",0,0,0,"30",0,0,88,0,5,13.8,150,150,150,60.55,80.73,100.92,-1,-1,0,1.4,0,-1,-1,"0",1,"0",0,0,0,0,1,"-1","-1","-1","0","0",3,"6","7","7","65","65","65","-1","-1","1",80,80,80,0,80,65,65,65,0,65,"7400","2","173",0,0,0,0,173,10,12000,15000,17273,"173","173",0,0.8,1.1,1.05,85,0,NA,NA,NA,"1","0",1,"0",NA,NA,"0",1,0,0,0,0,NA,NA,NA,0,0,1.4,1.727,"30",9,"1","0","1","0",NA,NA,0,"0","4","0","0","2","4",NA,NA,NA,NA,0,0,"345Z0800AD","PJ836",597,375,1295,NA,NA,NA,NA,NA,350,292.1,324,NA,NA,NA,NA,NA,NA,NA
"2","3","60",17,1,"0",NA,NA,NA,85,85,100,"0","0","3","0",2500,0,0,0,0,"0","1","0","54",0,0,0,"30",77,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",1,"6","-1","-1","65","-1","-1","-1","-1","1",80,0,0,0,80,65,0,0,0,65,"7400","2","42",0,0,0,0,42,16.41,0,0,17273,"42","42",0,0.8,1.1,1.05,85,0,NA,NA,NA,"0","0",0,"0",NA,NA,"0",1,0,0,0,0,NA,NA,NA,351,651,1.4,1.727,"30",9,"1","0","0","0",NA,NA,0,"0","0","4","0","1","4",NA,NA,NA,NA,0,0,"ETA-126/1250-4","PJ846",400,270,900,NA,NA,NA,NA,NA,360,141,141,NA,NA,NA,NA,NA,NA,NA
"1","3","60",10,1,"1",NA,NA,NA,161,161,100,"1","1","0","0",1000,0,0,0,0,"0","2","2","0",0,0,0,"30",0,0,0,0,5,13.8,110,110,110,12,16,20,22.4,-1,0,1.4,0,-1,-1,"0",1,"0",0,0,0,0,1,"-1","-1","-1","0","0",3,"6","7","7","55","55","56","-1","-1","0",70,70,70,80,80,55,55,55,65,65,"7400","2","60",0,0,0,0,60,4.4,5716.67,4620,17273,"60","60",0,0.8,1.1,1.05,75,0,NA,NA,NA,"0","0",0,"0",NA,NA,"0",0,0,0,0,0,NA,NA,NA,0,0,1.4,1.727,"30",9,"1","0","1","0",NA,NA,0,"0","2","4","0","1","0",NA,NA,NA,NA,0,0,"POC750G0800S","PO79",450,267,1276,NA,NA,NA,NA,NA,286,165,225,NA,NA,NA,NA,NA,NA,NA
"2","3","60",14,1,"0",NA,NA,NA,138,138,100,"0","0","0","0",1000,0,0,0,0,"0","1","2","40",0,0,0,"30",67,69,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",3,"6","7","7","65","65","65","-1","-1","1",80,80,80,0,0,65,65,65,0,0,"5250","2","60",0,0,0,0,60,6,5000,5000,14000,"60","60",0,0.8,1.1,1.05,85,0,NA,NA,NA,"0","0",0,"0",NA,NA,"0",0,0,0,0,0,NA,NA,NA,623,923,1.3,1.438,"30",10,"0","0","1","0",NA,NA,0,"2","0","0","0","1","4",NA,NA,NA,NA,0,0,"POC650G1216CMS","E116",413,235,1187,NA,NA,NA,NA,NA,295,267,203,NA,NA,NA,NA,NA,NA,NA
"2","3","50",16,1,"0",NA,NA,NA,34.5,34.5,100,"0","0","0","0",1000,0,0,0,0,"0","1","3","57",0,0,0,"30",75,77,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",2,"6","7","-1","65","65","-1","-1","-1","1",80,80,0,0,80,65,65,0,0,65,"7400","2","48",0,0,0,0,48,8.7,0,0,16543,"48","48",0,0.8,1.1,1.05,85,0,NA,NA,NA,"0","0",0,"0",NA,NA,"0",0,0,0,0,0,NA,NA,NA,401,701,1.4,1.727,"30",2,"0","1","0","0",NA,NA,1,"0","0","4","0","1","1",NA,NA,NA,NA,0,0,"B89393-40-70","P808",216,105,800,NA,NA,NA,NA,NA,203,38.1,86,NA,NA,NA,NA,NA,NA,NA
"2","3","60",3,1,"1",NA,NA,NA,115,115,100,"0","0","0","0",1000,0,0,0,0,"0","1","0","54",0,0,0,"30",73,75,76,0,5,13.8,110,110,110,-1,-1,-1,-1,-1,-1,1.4,0,-1,0,"0",1,"0",0,0,0,0,1,"-1","-1","-1","0","0",3,"6","7","7","65","65","65","-1","-1","1",80,80,80,80,80,65,65,65,65,65,"7400","2","19",0,0,0,0,19,9.5,0,0,17273,"19","19",0,0.8,1.1,1.05,85,0,NA,NA,NA,"0","0",0,"0",NA,NA,"0",1,0,0,0,0,NA,NA,NA,339,639,1.4,1.727,"30",9,"1","1","0","0",NA,NA,0,"0","0","4","0","1","4",NA,NA,NA,NA,0,0,"POC550G0800S","HQ86",387,235,1092,NA,NA,NA,NA,NA,279,165,187,NA,NA,NA,NA,NA,NA,NA
"1","1","60",5,1,"1",NA,NA,NA,230,230,100,"1","1","3","0",2500,0,0,0,0,"0","1","0","54",0,0,0,"12",79,81,82,0,5,13.8,110,110,110,15,20,25,-1,-1,0,1.4,0,1,0,"0",1,"0",0,0,0,0,1,"-1","-1","-1","0","0",3,"6","7","7","65","65","65","-1","-1","1",80,80,80,0,80,65,65,65,0,65,"7400","2","45",0,0,0,0,45,3.45,5000,4200,17273,"45","45",0,0.8,1.1,1.05,85,0,NA,NA,NA,"1","0",0,"0",NA,NA,"0",0,0,0,0,0,NA,NA,NA,631,931,1.4,1.727,"12",10,"0","0","1","0",NA,NA,0,"0","0","4","0","1","4",NA,NA,NA,NA,0,0,"ETA-252/1250-3 ","PJ841",550,380,1045,NA,NA,NA,NA,NA,424,0,220,NA,NA,NA,NA,NA,NA,NA
"2","3","60",3,1,"1",NA,NA,NA,250,250,110,"0","0","1","0",1000,0,0,0,0,"0","2","3","57",0,0,0,"32",87,87,87,0,5,13.5,150,150,150,-1,-1,-1,-1,-1,-1,1.4,0,-1,-1,"0",0,"0",0,0,0,0,1,"-1","-1","-1","0","0",3,"6","7","7","65","65","65","-1","-1","1",80,80,80,0,0,55,55,55,0,0,"7400","2","135",210,210,65,0,135,11.5,4000,8000,17273,"135","135",0,0.8,1.1,1.05,85,0,NA,NA,NA,"0","0",0,"0",NA,NA,"0",0,0,0,0,0,NA,NA,NA,0,0,1.4,1.727,"32",9,"1","0","1","0",NA,NA,0,"0","0","4","0","1","4",NA,NA,NA,NA,0,0,"POC1175G0800QS","PR62",584.2,355.6,1295.4,NA,NA,NA,NA,NA,328.6,0,317.5,NA,NA,NA,NA,NA,NA,NA
"2","1","60",14,1,"0",NA,NA,NA,500,500,100,"0","0","0","0",1000,0,0,0,0,"0","-1","-1","-1",0,0,0,"12",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",3,"6","7","7","65","65","65","-1","-1","1",80,80,80,80,80,65,65,65,65,65,"7400","2","120",0,0,0,0,120,9.6,0,0,17273,"120","120",0,0.8,1.1,1.05,85,0,NA,NA,NA,"1","0",0,"1",NA,NA,"0",1,0,0,0,0,NA,NA,NA,0,0,1.4,1.727,"12",9,"1","0","0","0",NA,NA,0,"0","0","4","0","1","4",NA,NA,NA,NA,0,0,"550G1600BA","PH994",819,527,1822,NA,NA,NA,NA,NA,631,253,568,NA,NA,NA,NA,NA,NA,NA
"2","3","60",17,1,"0",NA,NA,NA,230,230,110,"0","0","2","0",1000,0,0,0,0,"0","2","0","0",0,0,0,"30",84,85,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",3,"6","7","7","65","65","65","-1","-1","1",78,78,78,0,80,60,60,60,0,65,"7400","2","108",300,300,65,0,108,12.5,0,0,17273,"108","108",0,0.8,1.1,1.05,85,0,NA,NA,NA,"1","0",0,"0",NA,NA,"0",0,0,0,0,0,NA,NA,NA,673,973,1.4,1.727,"30",9,"1","0","0","0",NA,NA,0,"0","2","0","0","1","4",NA,NA,NA,NA,0,0,"ETA-252/1250-3 ","PJ841",550,380,1045,NA,NA,NA,NA,NA,424,0,220,NA,NA,NA,NA,NA,NA,NA
"1","3","60",11,1,"1",NA,NA,NA,161,161,105,"1","1","0","0",1524,0,0,0,0,"0","2","2","0",0,0,0,"30",69,71,72,0,5,12.47,110,110,110,34,45.33,56.67,-1,-1,0,1.4,0,-1,-1,"0",1,"0",0,0,0,0,1,"-1","-1","-1","0","0",3,"6","7","7","65","65","65","-1","-1","1",80,80,80,80,80,65,65,65,65,65,"7400","2","90",0,0,0,0,90,4.5,1740,5130,17273,"90","90",0,0.8,1.1,1.05,85,0,NA,NA,NA,"1","0",0,"0",NA,NA,"0",0,0,0,0,0,NA,NA,NA,0,0,1.4,1.727,"30",9,"1","0","1","0",NA,NA,0,"0","2","4","0","1","4",NA,NA,NA,NA,0,0,"POC750G1216CMS","PE966",450,267,1276,NA,NA,NA,NA,NA,285,267,226,NA,NA,NA,NA,NA,NA,NA
"2","3","60",18,1,"0",NA,NA,NA,161,161,105,"0","0","0","0",1000,0,0,0,0,"0","2","2","0",0,0,0,"30",63,65,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",3,"6","7","7","65","65","65","-1","-1","0",80,80,80,80,80,65,65,65,65,65,"7400","2","18",0,0,0,0,18,8.5,3050,5200,17273,"18","18",0,0.8,1.1,1.05,85,0,NA,NA,NA,"1","0",0,"0",NA,NA,"0",0,0,0,0,0,NA,NA,NA,0,0,1.4,1.727,"30",9,"1","0","1","0",NA,NA,0,"0","2","4","0","1","0",NA,NA,NA,NA,0,0,"POC750G0800S","PO79",450,267,1276,NA,NA,NA,NA,NA,286,165,225,NA,NA,NA,NA,NA,NA,NA
"2","3","60",19,1,"0",NA,NA,NA,161,161,100,"0","0","0","0",1000,0,0,0,0,"0","2","2","0",0,0,0,"30",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",3,"6","7","7","65","65","65","-1","-1","0",80,80,80,80,80,65,65,65,65,65,"7400","2","42",0,0,0,0,42,10,0,0,17273,"42","42",0,0.8,1.1,1.05,85,10,NA,NA,NA,"0","0",0,"0",NA,NA,"0",1,0,0,0,0,NA,NA,NA,0,0,1.4,1.727,"30",9,"1","0","0","0",NA,NA,0,"4","2","0","0","1","0",NA,NA,NA,NA,0,0,"POC750G0800S","PO79",450,267,1276,NA,NA,NA,NA,NA,286,165,225,NA,NA,NA,NA,NA,NA,NA
"2","3","60",16,1,"0",NA,NA,NA,115,115,100,"0","0","0","0",1000,0,0,0,0,"0","-1","-1","-1",0,0,0,"30",77,79,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",3,"6","7","7","65","65","65","-1","-1","1",80,80,80,80,80,65,65,65,65,65,"7400","2","45",0,0,0,0,45,9.5,0,0,17273,"45","45",0,0.8,1.1,1.05,85,0,NA,NA,NA,"0","-1",0,"0",NA,NA,"0",1,0,0,0,0,NA,NA,NA,0,0,1.4,1.727,"30",9,"1","1","1","0",NA,NA,0,"0","0","4","0","1","4",NA,NA,NA,NA,0,0,"POC550G0800S","HQ86",387,235,1092,NA,NA,NA,NA,NA,279,165,187,NA,NA,NA,NA,NA,NA,NA
"2","3","60",16,1,"0",NA,NA,NA,115,115,100,"0","0","0","0",1800,0,0,0,0,"0","-1","-1","-1",0,0,0,"30",71,73,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",2,"6","7","-1","65","65","-1","-1","-1","1",80,80,0,0,80,65,65,0,0,65,"7400","2","12",0,0,0,0,12,9,0,0,17273,"12","12",0,0.8,1.1,1.05,85,0,NA,NA,NA,"0","-1",0,"0",NA,NA,"0",1,0,0,0,0,NA,NA,NA,0,0,1.4,1.727,"30",2,"0","1","0","0",NA,NA,1,"0","0","4","0","1","4",NA,NA,NA,NA,0,0,"POC550G0800S","HQ86",387,235,1092,NA,NA,NA,NA,NA,279,165,187,NA,NA,NA,NA,NA,NA,NA
