"","Monetario","Demanda"
"Centro.norte.d",-4.27115337812037,7.24164392611453
"Costos.d",-33.6000219267421,-23.8991521536679
"Monetario.d",-3.19553115523204,7.06395299265995
"Demanda.d",2.78887486593529,1.43014299289114
