"","Monetario","Demanda"
"Nacional.d",3.63197928327208,-9.99175469777058
"Costos.d",21.2772449833999,-6.84537524671027
"Monetario.d",-9.191630173846,-7.4651220935752
"Demanda.d",-1.10568935385095,0.649155343360268
