"","Monetario","Demanda"
"Centro.sur.d",-3.87408531066469,-8.17773687515812
"Costos.d",21.9216957156868,-21.6350450208824
"Monetario.d",-6.64805366128599,2.24127341847092
"Demanda.d",-0.456174086166019,0.500503370965042
