"","Inflación Anual","Inflación Anual Permanente","Inflación Anual Transitoria"
"1",3.9,4.4,-0.5
"2",3.7,4.1,-0.399999999999999
"3",3.6,4,-0.4
"4",3.4,3.8,-0.4
"5",3.4,3.7,-0.3
"6",3.3,3.4,-0.1
"7",3.4,3.8,-0.4
"8",3.2,3.3,-0.0999999999999996
"9",3.5,3.7,-0.2
"10",3.7,3.9,-0.200000000000000
"11",3.4,3.3,0.1
"12",3.6,3.8,-0.200000000000000
