"","Inflación Anual","Inflación Anual Permanente","Inflación Anual Transitoria"
"1",3.7,4,-0.3
"2",3.6,3.7,-0.1
"3",3.6,3.3,0.3
"4",3.5,3.2,0.3
"5",3.3,3,0.3
"6",3.3,2.9,0.4
"7",3.3,3.2,0.0999999999999996
"8",3.1,2.9,0.2
"9",3.4,3.1,0.3
"10",3.6,3.2,0.4
"11",3.4,2.9,0.5
"12",3.6,3.3,0.3
