"","Inflación Anual","Inflación Anual Permanente","Inflación Anual Transitoria"
"1",3.4,3.6,-0.2
"2",3,3.1,-0.1
"3",2.9,2.9,0
"4",2.8,2.9,-0.1
"5",2.7,2.7,0
"6",2.6,2.5,0.1
"7",2.7,2.7,0
"8",2.7,2.7,0
"9",3.3,3.2,0.0999999999999996
"10",3.4,3.2,0.200000000000000
"11",3.2,3,0.2
"12",3.4,3.3,0.1
