"","Costos","Monetario","Demanda"
"Frontera.norte.l12",0.044491944415459,-0.179338896505560,0.147731723077065
"Costos.l12",0.0930559502887278,0.0377837473960314,0.0191946263208042
"Monetario.l12",-0.0225902900924244,-0.0668665592884011,-0.0628104587763777
"Demanda.l12",0.178939561181599,-0.00543076909559373,-0.228663176852787
