"","Monetario","Demanda"
"Mexico.l12",0.0357723474182911,-0.141148913196321
"Costos.l12",0.0321837193591410,0.00944533375840738
"Monetario.l12",0.0260656606086435,-0.00296699599022356
"Demanda.l12",0.128507065670189,0.0622065527846197
