"sPartida","sNoCotizacion","iConsecutivo","tTipoAparato","iNumFases","iFrecuencia","tTipoArreglo","sCliente","tTipoOptimizador","dRelTransformacion","bLlevaTerciario","IDevCercano","IVoltDefPor","DVoltSistGen","dVoltajeSistAT","dVoltajeSistATInterfaz","dVoltajePrefallaRL","bTerciarioExt","bTerciarioCargado","tNormaGar","iLlevaSerie","MSNM","dZry","dZsh","dZsx","dZsy","dZts","iLlevaSopApartarrayos","tTipoNucleoSolicitado","dRuido0","dRuido1","dRuido2","Terciario.tTipoDev","Terciario.tTipoConexion","Terciario.dVoltajeLinea","Terciario.iBilesSup","Terciario.iBilesMed","Terciario.iBilesInf","Terciario.MVA0","Terciario.MVA1","Terciario.MVA2","Terciario.MVA3","Terciario.MVA4","Terciario.MVA5","Terciario.dLimMinDensCorr","Terciario.dLimMaxDensCorr","Terciario.tTipoCond","Terciario.tTipoBobinaFija","Terciario.bLlevaCambiador","Terciario.bCtcPerforado","Terciario.Cambiador.tCambiador","Terciario.Cambiador.iNumPasos","Terciario.Cambiador.dPorcArriba","Terciario.Cambiador.dPorcAbajo","Terciario.Cambiador.bCapReducida","Terciario.Cambiador.dRelSerie","Terciario.Cambiador.tMarcaCambiador","Terciario.Cambiador.tTipoLR","Terciario.Cambiador.tTipoCambiador","Terciario.Cambiador.bCircExtra","Enfriamiento.bLlevaSobrecarga","Enfriamiento.iNumPasosEnfto","Enfriamiento.t_TipoEnftoP1","Enfriamiento.t_TipoEnftoP2","Enfriamiento.t_TipoEnftoP3","Enfriamiento.i_ElevTempP1","Enfriamiento.i_ElevTempP2","Enfriamiento.i_ElevTempP3","Enfriamiento.i_ElevTempP4","Enfriamiento.i_ElevTempP5","Enfriamiento.bLlevaConservador","Enfriamiento.i_HSRElev1","Enfriamiento.i_HSRElev2","Enfriamiento.i_HSRElev3","Enfriamiento.i_HSRElev4","Enfriamiento.i_HSRElev5","Enfriamiento.i_TORElev1","Enfriamiento.i_TORElev2","Enfriamiento.i_TORElev3","Enfriamiento.i_TORElev4","Enfriamiento.i_TORElev5","Enfriamiento.iCFM","Enfriamiento.tTipoRadiador","Garantias.dCapPerd","Garantias.dPerdCu","Garantias.dPerdCuInterfaz","Garantias.dPerdFe","Garantias.dPerdTot","Garantias.dCapImp","Garantias.dImpHX","Garantias.dEvPerdCu","Garantias.dEvPerdFe","Garantias.dDensFlujoGar","Garantias.dCapEficReg","Garantias.dCapExcitacion","Garantias.dPorcExcitacionGar","Garantias.dFactorPotGar","Garantias.dVoltMaxSinCarga","Garantias.dVoltMaxCarga","Garantias.dTemperatura","Garantias.dPorcEficGar","Garantias.dDilFasesInfCap1Grupo1","Garantias.dDilFasesMedCap1Grupo1","Garantias.dDilFasesSupCap1Grupo1","Configurables.bFreeBuckling","Configurables.iUsarColectores","Configurables.bNucleo3PAchatado","Configurables.bUsarDosCapas","Configurables.iAparatoFIT","Configurables.iAparatoGS","Configurables.bOptimizarConCosto","Configurables.bUsarGyC","Configurables.iDiamNucleoGyC","Configurables.dDenFlujoGyC","Configurables.dDenCorrBTGyC","Configurables.dDenCorrATGyC","Configurables.dPotencialAplicadoAT","Configurables.dPotencialAplicadoBT","Configurables.dImpulsoManiobraAT","Nucleo.dDiamNucleoMin","Nucleo.dDiamNucleoMax","Nucleo.dDensFlujoMin","Nucleo.dDensFlujoMax","Nucleo.tTipoNucleo","Nucleo.tTipoLamina","Nucleo.bOpcionLamina0","Nucleo.bOpcionLamina1","Nucleo.bOpcionLamina2","Nucleo.bOpcionLamina3","SobreCarga.bCalculaSC","SobreCarga.iDuracionPrueba","Tanque.iSegGarganta","Tanque.iSegENA","Tanque.iSegCBC","Tanque.iSegCSC","Tanque.iSegTorretasAT","Tanque.iSegGabinete","Tanque.iSegConservador","Tanque.iBloqSegmento1","Tanque.iBloqSegmento2","Tanque.iBloqSegmento3","Tanque.iBloqSegmento4","BoquillaAT.dAltColaBoq","BoquillaAT.dDiamExtColaBoqTCs","BoquillaAT.sDescripcionBoq","BoquillaAT.sNoArticulo","BoquillaAT.dDiamExtBrida","BoquillaAT.dDiamDeflSupBoq","BoquillaAT.dLargoColaBoq","BoquillaAT.dDiamColaTCS","BoquillaAT.dDiametroColaInf","BoquillaAT.dDiamExtDisco","BoquillaAT.dDiamExtDiscoDL","BoquillaAT.dEspDiscoDL","BoquillaAT.dDiamCampanaMax","BoquillaAT.dDiamDeflInf","BoquillaAT.dDiamMaxColaBoq","BoquillaAT.dLongBoqNMA","BoquillaAT.dLargoSuperior","BoquillaAT.iLlevaDeflector","BoquillaAT.dAlturaDef","BoquillaAT.dDrawLeadPin","BoquillaAT.dNivelAceite","BoquillaAT.iUbicacion"
"A",226862,1,"2","3","60",16,"GE GRID SOLUTIONS",2,1,"0",NA,NA,NA,66,66,100,"0","0","0","0",1000,0,0,0,"1,00E+09",0,"0","30",73,75,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",3,"6","7","7","65","65","65","-1","-1","0",80,80,80,80,0,65,65,65,65,0,"7400","2","27",0,0,0,0,27,10,0,0,17273,"27","27",0,0.8,1.1,1.05,85,0,NA,NA,NA,"0","-1",1,"0",NA,NA,"0",0,0,0,0,0,NA,NA,NA,0,0,1.4,1.727,"30",10,"0","0","1","0",NA,NA,0,"0","0","4","0","1","0",NA,NA,NA,NA,0,0,"069Z0412AN","PF778",280,176,953,NA,NA,NA,NA,NA,207,38.1,147,NA,NA,NA,NA,NA,NA,NA
"A",226864,1,"1","3","60",10,"DUKE ENERGY",1,1,"1",NA,NA,NA,138,138,100,"1","1","0","0",1000,0,0,0,"1,00E+09",0,"0","30",0,0,0,0,5,14.14,150,150,150,18,24,30,-1,-1,0,1.4,0,-1,-1,"0",1,"0",0,0,0,0,1,"-1","-1","-1","0","0",3,"6","7","7","65","65","65","-1","-1","1",80,80,80,80,80,65,65,65,65,65,"7400","2","90",0,0,0,0,90,4.2,2800,5600,17273,"90","90",0,0.8,1.1,1.05,85,0,NA,NA,NA,"0","-1",0,"0",NA,NA,"0",0,0,0,0,0,NA,NA,NA,0,0,1.4,1.727,"30",9,"1","0","1","0",NA,NA,0,"0","2","4","0","1","2",NA,NA,NA,NA,0,0,"115W1216AK","HK34",400,228,1092,NA,NA,NA,NA,NA,311,192,244,NA,NA,NA,NA,NA,NA,NA
"B",226867,1,"1","3","60",12,"LOUISVILLE GAS  ELECTRIC",1,1,"1",NA,NA,NA,161,161,100,"1","1","0","0",1000,0,0,0,"1,00E+09",0,"0","30",67,69,70,0,5,13.2,150,150,150,12.6,16.8,21,-1,-1,0,1.4,0,-1,-1,"0",1,"0",0,0,0,0,1,"-1","-1","-1","0","0",3,"6","7","7","65","65","65","-1","-1","1",80,80,80,80,0,65,65,65,65,0,"5250","2","72",280,280,27,0,72,5.4,1166,4800,17273,"72","72",0,0.8,1.1,1.05,85,0,NA,NA,NA,"0","-1",1,"0",NA,NA,"0",1,0,0,0,0,NA,NA,NA,300,20,1.2,0.03,"30",10,"0","0","1","0",NA,NA,0,"4","0","4","0","4","4",NA,NA,NA,NA,0,0,"POC750G0800S","PO79",450,267,1276,NA,NA,NA,NA,NA,286,165,225,NA,NA,NA,NA,NA,NA,NA
"A",226887,1,"2","3","60",16,"PACIFICORP",2,1,"0",NA,NA,NA,67,67,100,"0","0","0","0",1000,0,0,0,"1,00E+09",0,"0","30",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",3,"6","7","7","60","60","60","-1","-1","0",0,0,0,0,0,0,0,0,0,0,"7400","2","20",0,0,0,0,20,10,3050,5200,17273,"20","20",0,0.8,1.1,1.05,75,0,NA,NA,NA,"0","-1",0,"0",NA,NA,"0",0,0,0,0,0,NA,NA,NA,0,0,1.4,1.727,"30",9,"1","0","1","0",NA,NA,0,"0","0","4","0","1","0",NA,NA,NA,NA,0,0,"069W0412UC","PI185",279,176,952,NA,NA,NA,NA,NA,207,38.1,146,NA,NA,NA,NA,NA,NA,NA
"A",226898,1,"2","3","60",3,"ENGIE NORTH AMERICA",1,1,"1",NA,NA,NA,138,138,100,"0","0","0","0",1000,0,0,0,"1,00E+09",0,"0","30",78,80,81,0,5,13.8,110,110,110,19.2,25.6,32,-1,-1,0,1.4,0,-1,-1,"0",1,"0",0,0,0,0,1,"-1","-1","-1","0","0",3,"6","7","7","65","65","65","-1","-1","0",65,65,65,80,0,50,50,50,65,0,"7400","2","57.6",0,0,0,0,57.6,10,1700,3850,17273,"57.6","57.6",0,0.8,1.1,1.05,85,0,NA,NA,NA,"0","-1",1,"0",NA,NA,"0",0,0,0,0,0,NA,NA,NA,0,0,1.4,1.727,"30",10,"0","0","1","0",NA,NA,0,"0","2","0","0","1","0",NA,NA,NA,NA,0,0,"138Z1216AK","PH401",425,214,1187,NA,NA,NA,NA,NA,278,176,203,NA,NA,NA,NA,NA,NA,NA
"A",226900,1,"2","3","60",16,"BLACK AND VEATCH",3,1,"0",NA,NA,NA,138,138,100,"0","0","0","0",1000,0,0,0,"1,00E+09",0,"0","30",77,79,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",3,"6","7","7","60","60","60","-1","-1","0",70,70,70,0,0,55,55,55,0,0,"7400","2","49",0,0,0,0,49,9,1785,7000,17273,"49","49",0,0.8,1.1,1.05,80,0,NA,NA,NA,"0","-1",1,"0",NA,NA,"0",0,0,0,0,0,NA,NA,NA,0,0,1.4,1.727,"30",10,"0","0","1","0",NA,NA,0,"0","0","4","0","1","0",NA,NA,NA,NA,0,0,"POC650G0800S","HY99",413,235,1187,NA,NA,NA,NA,NA,295,165,203,NA,NA,NA,NA,NA,NA,NA
"A",226901,1,"2","3","60",16,"DUKE ENERGY",2,1,"0",NA,NA,NA,115,115,100,"0","0","0","0",1000,0,0,0,"1,00E+09",0,"0","30",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",3,"6","7","7","65","65","65","-1","-1","0",80,80,80,80,80,65,65,65,65,65,"7400","2","48",0,0,0,0,48,8.5,3925,5982,17273,"48","48",0,0.8,1.1,1.05,85,0,NA,NA,NA,"0","-1",0,"0",NA,NA,"0",0,0,0,0,0,NA,NA,NA,0,0,1.4,1.727,"30",10,"1","0","1","0",NA,NA,0,"0","0","4","0","1","0",NA,NA,NA,NA,0,0,"POC550G0800S","HQ86",387,235,1092,NA,NA,NA,NA,NA,279,165,187,NA,NA,NA,NA,NA,NA,NA
"A",226908,1,"2","3","60",3,"MORTENSON",1,1,"1",NA,NA,NA,138,138,105,"0","0","0","0",1000,0,0,0,"1,00E+09",0,"0","30",80,82,83,0,5,13.8,110,110,110,33.25,41.65,55.3,-1,-1,0,1.4,0,-1,-1,"0",1,"0",0,0,0,0,1,"-1","-1","-1","0","0",3,"6","7","7","65","65","65","-1","-1","1",80,80,80,80,80,65,65,65,65,65,"8500","2","95",0,0,0,0,95,10,3000,2000,17273,"95","95",0,0.8,1.1,1.05,85,0,NA,NA,NA,"0","-1",1,"0",NA,NA,"0",1,0,0,0,0,NA,NA,NA,0,0,1.4,1.727,"30",10,"0","0","1","0",NA,NA,0,"4","0","4","0","4","4",NA,NA,NA,NA,0,0,"POC650G0800S","HY99",413,235,1187,NA,NA,NA,NA,NA,295,165,203,NA,NA,NA,NA,NA,NA,NA
"B",226908,1,"2","3","60",7,"MORTENSON",1,1,"1",NA,NA,NA,138,138,105,"0","0","0","0",1000,0,0,0,"1,00E+09",0,"0","30",80,82,83,0,5,13.8,110,110,110,33.25,41.65,55.3,-1,-1,0,1.4,0,-1,-1,"0",1,"0",0,0,0,0,1,"-1","-1","-1","0","0",3,"6","7","7","65","65","65","-1","-1","1",80,80,80,80,80,65,65,65,65,65,"7400","2","95",0,0,0,0,95,9.5,3000,2000,17273,"95","95",0,0.8,1.1,1.05,85,0,NA,NA,NA,"0","-1",1,"0",NA,NA,"0",1,0,0,0,0,NA,NA,NA,0,0,1.4,1.727,"30",9,"1","0","1","0",NA,NA,0,"0","0","4","0","1","4",NA,NA,NA,NA,0,0,"POC650G0800S","HY99",413,235,1187,NA,NA,NA,NA,NA,295,165,203,NA,NA,NA,NA,NA,NA,NA
"C",226908,1,"2","3","60",7,"MORTENSON",1,1,"1",NA,NA,NA,138,138,105,"0","0","0","0",1000,0,0,0,"1,00E+09",0,"0","30",0,0,0,0,5,13.8,150,150,150,33.25,41.65,55.3,-1,-1,0,1.4,0,-1,-1,"0",1,"0",0,0,0,0,1,"-1","-1","-1","0","0",3,"12","13","13","65","65","65","-1","-1","1",80,80,80,80,0,65,65,65,65,0,"8500","2","95",0,0,0,0,95,9.5,3000,2000,17273,"95","95",0,0.8,1.1,1.05,85,0,NA,NA,NA,"0","-1",1,"0",NA,NA,"0",1,0,0,0,0,NA,NA,NA,0,0,1.4,1.727,"30",10,"0","0","1","0",NA,NA,0,"4","0","4","0","4","4",NA,NA,NA,NA,0,0,"POC650G0800S","HY99",413,235,1187,NA,NA,NA,NA,NA,295,165,203,NA,NA,NA,NA,NA,NA,NA
"A",226910,1,"2","3","60",16,"ARCELORMITTAL",2,1,"0",NA,NA,NA,33,33,100,"0","0","0","0",1000,0,0,0,"1,00E+09",0,"0","30",70,72,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",3,"6","7","7","55","55","55","-1","-1","0",70,70,70,0,0,55,55,55,0,0,"7400","2","15",0,0,0,0,15,9,0,0,17273,"15","15",0,0.8,1.1,1.05,75,0,NA,NA,NA,"0","-1",1,"0",NA,NA,"0",0,0,0,0,0,NA,NA,NA,0,0,1.4,1.727,"30",2,"0","1","0","0",NA,NA,1,"0","0","4","0","1","0",NA,NA,NA,NA,0,0,"B88843-178-70","PJ482",280,235,825.5,NA,NA,NA,NA,NA,238.1,76,152.4,NA,NA,NA,NA,NA,NA,NA
"A",226919,1,"2","3","60",3,"MORTENSON",1,1,"1",NA,NA,NA,161,161,105,"0","0","0","0",1000,0,0,0,"1,00E+09",0,"0","30",82,84,85,0,5,12.47,110,110,110,38.5,51.45,64.4,-1,-1,0,1.4,0,-1,-1,"0",1,"0",0,0,0,0,1,"-1","-1","-1","0","0",3,"6","7","7","65","65","65","-1","-1","1",80,80,80,80,0,65,65,65,65,0,"7400","2","110",0,0,0,0,110,9,3000,2000,17273,"110","110",0,0.8,1.1,1.05,85,0,NA,NA,NA,"1","-1",1,"0",NA,NA,"0",1,0,0,0,0,NA,NA,NA,0,0,1.4,1.727,"30",10,"0","0","1","0",NA,NA,0,"0","2","0","0","1","4",NA,NA,NA,NA,0,0,"POC900G0800CPS","E108",584,267,1537,NA,NA,NA,NA,NA,316,267,257,NA,NA,NA,NA,NA,NA,NA
"B",226919,1,"2","3","60",7,"MORTENSON",1,1,"1",NA,NA,NA,161,161,105,"0","0","0","0",1000,0,0,0,"1,00E+09",0,"0","30",82,84,85,0,5,12.47,110,110,110,38.5,51.45,64.4,-1,-1,0,1.4,0,-1,-1,"0",1,"0",0,0,0,0,1,"-1","-1","-1","0","0",3,"6","7","7","65","65","65","-1","-1","1",80,80,80,80,0,65,65,65,65,0,"8500","2","110",0,0,0,0,110,10,3000,2000,17273,"110","110",0,0.8,1.1,1.05,85,0,NA,NA,NA,"1","-1",1,"0",NA,NA,"0",1,0,0,0,0,NA,NA,NA,300,20,1.2,0.03,"30",10,"0","0","1","0",NA,NA,0,"4","0","4","0","4","2",NA,NA,NA,NA,0,0,"POC900G0800CPS","E108",584,267,1537,NA,NA,NA,NA,NA,316,267,257,NA,NA,NA,NA,NA,NA,NA
