"","V1"
"Actividades.Primarioas",0.164187914334175
"Actividades.Secundarias",0.191704090355814
"Actividades.Terciarias",0.403308907661365
"Mineria",0.0585379149715505
"Manufactura",0.116034770970813
"Construccion",0.285352585098157
"Energia",0.255471389595897
"Desempleo",0.398877171232672
"Industria.EUA",-0.0608902786881045
