"","V1"
"Actividades.Primarioas",0.172968533168732
"Actividades.Secundarias",0.186367457418389
"Actividades.Terciarias",0.40255907834937
"Mineria",0.0585509641274627
"Manufactura",0.115117478973859
"Construccion",0.274035436953466
"Energia",0.242710260970972
"Desempleo",0.373104794321144
"Industria.EUA",-0.0777016503724193
