"","V1"
"Actividades.Primarioas",0.175670911134338
"Actividades.Secundarias",0.185152134032166
"Actividades.Terciarias",0.402592034212428
"Mineria",0.0587753681766384
"Manufactura",0.113431879904155
"Construccion",0.273508438696011
"Energia",0.242173630722598
"Desempleo",0.367951654089493
"Industria.EUA",-0.0751967571565451
